A;B;Customers
ATM_Trans_Days  - 01;Home_Loans  + 02;65
Debit_Cards_Prepaid_Cards  + 09;Active_GS  - 10;65
Home_Loans  + 07;AUM  + 08;65
Business_Loan  + 04;CSI  - 05;65
Remmitances_Out  + 11;CSI  + 12;65
Credit_Cards  - 11;AUM  + 12;65
POS  - 02;Salary  + 03;65
Public_Sector_Payments  - 09;Credit_Cards  + 10;65
Active_Payroll_Pension  - 03;Fee_based_Services  - 04;65
Remmitances_Out  - 11;Branch_Transaction_Days  - 12;65
Tax_Payments  - 09;POS  + 10;65
ATM_Trans_Days  + 05;Business_Loan  - 06;65
Business_Loan  - 02;Card_Purchases  + 03;65
Public_Sector_Payments  + 06;POS  + 07;65
Tax_Payments  + 11;Total_Loan_Balances  + 12;64
Home_Loans  + 06;CSI  + 07;64
ATM_Trans_Days  - 06;Business_Loan  - 07;64
Branch_Transaction_Days  + 02;Business_Loan  + 03;64
Debit_Cards_Prepaid_Cards  + 07;Credit_Cards  - 08;64
Branch_Transaction_Days  + 11;Active_Payroll_Pension  - 12;64
Business_Loan  + 01;Card_Purchases  + 02;64
CSI  + 09;POS  + 10;64
Active_GS  + 08;Active_GS  - 09;64
Tax_Payments  - 11;Remmitances_Out  + 12;64
Active_GS  + 10;CSI  - 11;64
Remmitances_Out  + 05;Credit_Cards  - 06;64
Fee_based_Services  - 05;POS  - 06;64
Fee_based_Services  + 05;Active_Payroll_Pension  + 06;64
EBanking_Usage  - 10;Fee_based_Services  + 11;64
Business_Loan  + 03;EBanking_Usage  + 04;64
Home_Loans  - 07;Remmitances_Out  - 08;64
Fee_based_Services  + 03;POS  - 04;64
Remmitances_Out  - 03;POS  - 04;64
Active_GS  - 02;Credit_Cards  + 03;64
Debit_Cards_Prepaid_Cards  + 09;Active_Payroll_Pension  - 10;64
Active_Payroll_Pension  + 05;Fee_based_Services  + 06;64
ATM_Trans_Days  + 04;Business_Loan  - 05;64
EBanking_Usage  + 02;Business_Loan  + 03;63
Fee_based_Services  - 07;Remmitances_In  - 08;63
Remmitances_Out  - 11;Public_Sector_Payments  - 12;63
Business_Loan  - 01;Salary  - 02;63
Active_GS  + 05;Fee_based_Services  + 06;63
Business_Loan  - 08;ATM_Trans_Days  - 09;63
Credit_Cards  + 09;EBanking_Usage  - 10;63
Salary  - 08;Fee_based_Services  - 09;63
Tax_Payments  - 11;Public_Sector_Payments  + 12;63
Home_Loans  - 03;EBanking_Usage  + 04;63
CSI  - 08;POS  - 09;63
Remmitances_In  + 11;CSI  - 12;63
CSI  - 11;Fee_based_Services  + 12;63
Active_Payroll_Pension  - 10;Remmitances_Out  + 11;63
Credit_Cards  - 10;Salary  + 11;63
Credit_Cards  - 07;Remmitances_In  + 08;63
Home_Loans  - 07;Public_Sector_Payments  - 08;63
ATM_Trans_Days  - 02;Home_Loans  + 03;63
POS  - 05;Debit_Cards_Prepaid_Cards  - 06;63
Remmitances_In  - 02;Home_Loans  - 03;63
Fee_based_Services  - 11;AUM  - 12;63
Fee_based_Services  + 05;Active_GS  + 06;63
Credit_Cards  + 08;Remmitances_In  + 09;62
POS  + 01;Salary  - 02;62
Business_Loan  - 06;Branch_Transaction_Days  - 07;62
EBanking_Usage  + 04;Home_Loans  - 05;62
EBanking_Usage  + 07;Home_Loans  - 08;62
CSI  - 10;Fee_based_Services  - 11;62
Tax_Payments  + 10;Remmitances_In  + 11;62
Salary  + 10;Fee_based_Services  + 11;62
CSI  + 05;Business_Loan  + 06;62
Debit_Cards_Prepaid_Cards  - 08;Credit_Cards  + 09;62
CSI  + 11;Active_Payroll_Pension  + 12;62
POS  + 01;Debit_Cards_Prepaid_Cards  - 02;62
Fee_based_Services  + 11;ATM_Trans_Days  - 12;62
POS  + 03;Debit_Cards_Prepaid_Cards  - 04;62
Remmitances_Out  - 04;POS  - 05;62
Home_Loans  - 06;Remmitances_In  - 07;62
POS  + 07;Remmitances_Out  - 08;62
AUM  + 08;Home_Loans  + 09;62
Debit_Cards_Prepaid_Cards  + 09;Tax_Payments  + 10;62
AUM  + 06;Home_Loans  + 07;62
Active_Payroll_Pension  - 03;Credit_Cards  - 04;62
Fee_based_Services  + 07;Remmitances_Out  + 08;62
Remmitances_Out  + 11;Branch_Transaction_Days  - 12;62
Credit_Cards  - 09;Salary  - 10;62
Home_Loans  + 03;EBanking_Usage  + 04;61
CSI  + 11;Active_GS  + 12;61
Fee_based_Services  - 07;Public_Sector_Payments  - 08;61
Credit_Cards  + 01;Active_Payroll_Pension  - 02;61
Public_Sector_Payments  - 04;Credit_Cards  - 05;61
Remmitances_Out  + 11;Branch_Transaction_Days  + 12;61
Business_Loan  - 06;ATM_Trans_Days  + 07;61
Public_Sector_Payments  + 06;POS  - 07;61
Business_Loan  - 07;CSI  - 08;61
POS  - 09;Total_Loan_Balances  + 10;61
EBanking_Usage  + 03;Home_Loans  + 04;61
Card_Purchases  - 11;Fee_based_Services  - 12;61
Branch_Transaction_Days  + 09;Branch_Transaction_Days  + 10;61
Fee_based_Services  - 07;Remmitances_Out  + 08;61
Remmitances_Out  + 04;POS  + 05;61
Fee_based_Services  - 08;Salary  - 09;61
Public_Sector_Payments  - 11;Salary  - 12;61
POS  + 05;Remmitances_Out  + 06;61
Home_Loans  - 04;Remmitances_Out  + 05;61
Tax_Payments  - 03;POS  - 04;61
Total_Loan_Balances  + 10;Fee_based_Services  - 11;60
POS  - 05;Remmitances_In  - 06;60
Home_Loans  - 06;Salary  + 07;60
Active_Payroll_Pension  - 02;Credit_Cards  + 03;60
Active_GS  - 03;Credit_Cards  - 04;60
Remmitances_In  - 01;Business_Loan  - 02;60
Active_Payroll_Pension  - 09;Debit_Cards_Prepaid_Cards  + 10;60
Tax_Payments  + 11;CSI  + 12;60
Total_Loan_Balances  - 11;Debit_Cards_Prepaid_Cards  - 12;60
Remmitances_Out  - 10;Debit_Cards_Prepaid_Cards  + 11;60
Remmitances_In  + 11;CSI  + 12;60
ATM_Trans_Days  - 05;Business_Loan  - 06;60
CSI  + 06;Business_Loan  + 07;60
Credit_Cards  + 07;Debit_Cards_Prepaid_Cards  + 08;60
Debit_Cards_Prepaid_Cards  + 04;POS  - 05;60
POS  + 07;Remmitances_In  - 08;60
Salary  - 11;Remmitances_Out  + 12;60
Remmitances_In  + 10;Debit_Cards_Prepaid_Cards  + 11;60
Home_Loans  - 09;CSI  - 10;60
Public_Sector_Payments  - 05;POS  - 06;60
Credit_Cards  + 06;Debit_Cards_Prepaid_Cards  - 07;60
Credit_Cards  - 07;Remmitances_Out  + 08;60
EBanking_Usage  - 11;Debit_Cards_Prepaid_Cards  + 12;60
Fee_based_Services  + 10;EBanking_Usage  - 11;59
Active_GS  - 09;Debit_Cards_Prepaid_Cards  + 10;59
Fee_based_Services  - 07;Debit_Cards_Prepaid_Cards  - 08;59
POS  - 04;Debit_Cards_Prepaid_Cards  + 05;59
Business_Loan  - 02;ATM_Trans_Days  - 03;59
Remmitances_Out  - 06;Fee_based_Services  - 07;59
Active_GS  + 10;Public_Sector_Payments  + 11;59
POS  + 09;Total_Loan_Balances  - 10;59
POS  - 05;Debit_Cards_Prepaid_Cards  + 06;59
Credit_Cards  + 01;Active_GS  - 02;59
Public_Sector_Payments  + 09;Fee_based_Services  - 10;59
AUM  + 08;Business_Loan  + 09;59
Public_Sector_Payments  - 04;POS  - 05;59
Remmitances_In  - 07;POS  + 08;59
POS  + 10;Branch_Transaction_Days  + 11;59
Home_Loans  - 06;Tax_Payments  + 07;59
Debit_Cards_Prepaid_Cards  - 01;POS  + 02;59
Remmitances_In  + 07;Credit_Cards  - 08;59
Fee_based_Services  - 10;Total_Loan_Balances  - 11;59
Active_GS  + 08;Tax_Payments  + 09;58
Public_Sector_Payments  + 07;POS  - 08;58
Card_Purchases  - 10;POS  + 11;58
Business_Loan  - 09;AUM  + 10;58
Home_Loans  + 06;Card_Purchases  + 07;58
Remmitances_Out  - 07;Fee_based_Services  - 08;58
Fee_based_Services  + 09;Public_Sector_Payments  - 10;58
Active_Payroll_Pension  + 08;Tax_Payments  + 09;58
Branch_Transaction_Days  - 11;Debit_Cards_Prepaid_Cards  + 12;58
Debit_Cards_Prepaid_Cards  - 03;POS  - 04;58
Credit_Cards  - 08;Remmitances_Out  + 09;58
Debit_Cards_Prepaid_Cards  + 08;Credit_Cards  + 09;58
Debit_Cards_Prepaid_Cards  - 05;POS  + 06;58
Active_Payroll_Pension  + 10;Public_Sector_Payments  + 11;58
Business_Loan  - 02;Card_Purchases  - 03;58
Business_Loan  - 04;Branch_Transaction_Days  + 05;58
Fee_based_Services  - 08;Public_Sector_Payments  - 09;58
EBanking_Usage  + 05;Home_Loans  - 06;57
Business_Loan  - 05;Branch_Transaction_Days  - 06;57
CSI  - 04;Business_Loan  + 05;57
Business_Loan  + 06;Card_Purchases  + 07;57
Business_Loan  - 01;EBanking_Usage  + 02;57
Home_Loans  - 08;Salary  - 09;57
POS  - 08;Tax_Payments  + 09;57
EBanking_Usage  - 10;Credit_Cards  - 11;57
Card_Purchases  + 11;Credit_Cards  + 12;57
CSI  - 08;Home_Loans  - 09;57
Salary  + 09;Credit_Cards  - 10;57
Tax_Payments  - 11;Remmitances_In  + 12;57
Home_Loans  + 01;Card_Purchases  + 02;57
Business_Loan  + 05;CSI  + 06;57
Active_GS  - 10;Remmitances_Out  + 11;57
EBanking_Usage  - 02;Home_Loans  - 03;57
Business_Loan  - 08;Total_Loan_Balances  - 09;57
Public_Sector_Payments  - 06;Credit_Cards  - 07;57
Active_Payroll_Pension  + 08;Active_Payroll_Pension  - 09;57
Home_Loans  - 04;EBanking_Usage  + 05;57
POS  - 04;Remmitances_In  + 05;57
AUM  - 08;Business_Loan  + 09;57
Fee_based_Services  - 07;Remmitances_In  + 08;57
Branch_Transaction_Days  - 04;Business_Loan  - 05;57
EBanking_Usage  - 06;Home_Loans  - 07;57
Remmitances_Out  + 06;Fee_based_Services  - 07;56
Remmitances_Out  + 10;Debit_Cards_Prepaid_Cards  - 11;56
Total_Loan_Balances  + 09;POS  + 10;56
Remmitances_In  + 05;POS  + 06;56
Remmitances_In  - 10;Branch_Transaction_Days  - 11;56
Salary  - 10;Fee_based_Services  + 11;56
Public_Sector_Payments  + 11;Active_Payroll_Pension  + 12;56
Remmitances_In  - 08;Credit_Cards  - 09;56
Active_GS  + 10;Debit_Cards_Prepaid_Cards  + 11;56
Total_Loan_Balances  - 08;Business_Loan  - 09;56
Home_Loans  - 10;Total_Loan_Balances  - 11;56
Public_Sector_Payments  + 04;Business_Loan  + 05;56
Home_Loans  + 08;ATM_Trans_Days  + 09;56
Salary  + 08;Fee_based_Services  - 09;56
Total_Loan_Balances  + 09;POS  - 10;56
Salary  - 02;POS  + 03;56
Home_Loans  - 06;Public_Sector_Payments  + 07;56
Public_Sector_Payments  + 11;Remmitances_In  - 12;56
POS  + 08;Fee_based_Services  + 09;56
CSI  + 08;Home_Loans  + 09;56
EBanking_Usage  - 11;Tax_Payments  + 12;56
Home_Loans  - 08;EBanking_Usage  + 09;56
Fee_based_Services  + 07;POS  + 08;56
Branch_Transaction_Days  + 02;Home_Loans  + 03;56
Active_Payroll_Pension  + 10;Debit_Cards_Prepaid_Cards  + 11;56
Business_Loan  + 03;Card_Purchases  + 04;56
Debit_Cards_Prepaid_Cards  - 06;POS  - 07;56
Active_GS  + 08;Active_Payroll_Pension  - 09;56
Fee_based_Services  + 11;Tax_Payments  - 12;56
Business_Loan  + 06;CSI  + 07;55
Public_Sector_Payments  + 11;Active_GS  + 12;55
Card_Purchases  - 02;Home_Loans  + 03;55
Tax_Payments  + 11;Total_Loan_Balances  - 12;55
Branch_Transaction_Days  + 10;Fee_based_Services  - 11;55
Salary  + 11;Active_Payroll_Pension  + 12;55
AUM  - 09;Home_Loans  + 10;55
Active_GS  - 11;Total_Loan_Balances  - 12;55
POS  - 09;CSI  - 10;55
Active_Payroll_Pension  - 11;Total_Loan_Balances  - 12;55
CSI  - 03;Business_Loan  + 04;55
Home_Loans  + 04;EBanking_Usage  + 05;55
Fee_based_Services  + 09;Remmitances_In  - 10;55
EBanking_Usage  + 03;Business_Loan  + 04;55
Active_Payroll_Pension  + 07;Credit_Cards  + 08;55
Fee_based_Services  - 10;Salary  + 11;55
Active_GS  - 10;Remmitances_In  + 11;55
AUM  - 09;Home_Loans  - 10;55
Credit_Cards  + 06;Active_Payroll_Pension  + 07;55
Business_Loan  - 05;Branch_Transaction_Days  + 06;55
Credit_Cards  + 06;Active_GS  + 07;55
Remmitances_In  - 08;Fee_based_Services  - 09;55
POS  - 05;Remmitances_In  + 06;55
Remmitances_In  - 04;Home_Loans  - 05;55
Remmitances_Out  + 08;Fee_based_Services  + 09;55
Business_Loan  - 05;ATM_Trans_Days  + 06;55
Debit_Cards_Prepaid_Cards  - 11;Branch_Transaction_Days  - 12;55
Public_Sector_Payments  - 10;Active_GS  - 11;55
EBanking_Usage  + 11;Debit_Cards_Prepaid_Cards  - 12;55
Business_Loan  - 07;Card_Purchases  + 08;55
ATM_Trans_Days  + 06;Business_Loan  - 07;55
Active_Payroll_Pension  + 08;Active_GS  - 09;55
Credit_Cards  + 03;Active_GS  - 04;54
Home_Loans  - 05;EBanking_Usage  + 06;54
Home_Loans  - 06;EBanking_Usage  - 07;54
Fee_based_Services  - 11;ATM_Trans_Days  + 12;54
POS  - 04;Remmitances_Out  + 05;54
Credit_Cards  + 11;Card_Purchases  - 12;54
Remmitances_Out  + 10;Active_GS  + 11;54
Credit_Cards  + 06;Remmitances_Out  + 07;54
Active_Payroll_Pension  - 10;Remmitances_In  + 11;54
CSI  + 10;Fee_based_Services  - 11;54
Public_Sector_Payments  - 10;Fee_based_Services  + 11;54
Fee_based_Services  + 11;Card_Purchases  + 12;54
Public_Sector_Payments  - 11;Remmitances_In  + 12;54
POS  + 02;Debit_Cards_Prepaid_Cards  - 03;54
Public_Sector_Payments  - 10;Debit_Cards_Prepaid_Cards  - 11;54
Active_GS  + 07;Credit_Cards  + 08;54
Total_Loan_Balances  - 11;Active_GS  + 12;54
ATM_Trans_Days  + 07;Business_Loan  - 08;54
Home_Loans  - 01;Debit_Cards_Prepaid_Cards  + 02;54
Debit_Cards_Prepaid_Cards  + 10;Remmitances_Out  + 11;54
Active_Payroll_Pension  + 10;Remmitances_Out  + 11;54
ATM_Trans_Days  + 11;Fee_based_Services  - 12;54
Home_Loans  - 07;EBanking_Usage  - 08;54
Active_GS  + 10;Remmitances_Out  + 11;54
Credit_Cards  - 08;Public_Sector_Payments  - 09;54
Remmitances_Out  + 10;Active_Payroll_Pension  + 11;54
Debit_Cards_Prepaid_Cards  - 07;Credit_Cards  - 08;54
Credit_Cards  - 10;Total_Loan_Balances  - 11;54
Business_Loan  + 03;CSI  - 04;54
POS  + 06;Remmitances_In  + 07;54
Remmitances_Out  + 10;Debit_Cards_Prepaid_Cards  + 11;54
Branch_Transaction_Days  + 04;Business_Loan  - 05;53
POS  + 03;Remmitances_Out  + 04;53
Credit_Cards  + 10;Branch_Transaction_Days  - 11;53
POS  + 02;Remmitances_Out  + 03;53
Home_Loans  - 06;Remmitances_In  + 07;53
Credit_Cards  + 07;Debit_Cards_Prepaid_Cards  - 08;53
Total_Loan_Balances  - 11;Active_Payroll_Pension  + 12;53
Fee_based_Services  - 09;Public_Sector_Payments  + 10;53
EBanking_Usage  - 03;Home_Loans  - 04;53
Public_Sector_Payments  - 10;Active_Payroll_Pension  - 11;53
Fee_based_Services  - 10;Branch_Transaction_Days  + 11;53
Tax_Payments  - 11;Remmitances_In  - 12;53
Business_Loan  + 02;ATM_Trans_Days  + 03;53
Branch_Transaction_Days  - 01;Business_Loan  + 02;53
POS  + 08;Public_Sector_Payments  + 09;53
Business_Loan  + 05;ATM_Trans_Days  + 06;53
Remmitances_In  - 11;Public_Sector_Payments  - 12;53
Remmitances_Out  + 01;Business_Loan  - 02;53
POS  - 10;EBanking_Usage  + 11;53
Total_Loan_Balances  - 09;Credit_Cards  - 10;53
EBanking_Usage  - 09;POS  + 10;53
ATM_Trans_Days  - 08;Home_Loans  + 09;53
Branch_Transaction_Days  + 03;Business_Loan  + 04;53
Credit_Cards  - 01;Active_GS  - 02;53
Credit_Cards  + 07;Remmitances_Out  + 08;53
POS  - 06;Public_Sector_Payments  - 07;53
Credit_Cards  + 08;Debit_Cards_Prepaid_Cards  + 09;53
Fee_based_Services  + 04;Active_Payroll_Pension  + 05;52
Remmitances_Out  + 06;Credit_Cards  - 07;52
Public_Sector_Payments  + 11;Remmitances_Out  - 12;52
POS  + 06;Debit_Cards_Prepaid_Cards  - 07;52
Remmitances_In  + 02;Home_Loans  - 03;52
Salary  + 01;Business_Loan  - 02;52
POS  + 01;Fee_based_Services  - 02;52
Business_Loan  - 07;Card_Purchases  - 08;52
Tax_Payments  + 11;Public_Sector_Payments  - 12;52
POS  - 06;Remmitances_Out  - 07;52
Business_Loan  - 03;Branch_Transaction_Days  + 04;52
EBanking_Usage  + 04;Home_Loans  + 05;52
AUM  + 09;Home_Loans  - 10;52
Remmitances_Out  - 05;POS  - 06;52
Card_Purchases  + 06;Business_Loan  - 07;52
EBanking_Usage  + 09;POS  + 10;52
Business_Loan  - 06;Card_Purchases  - 07;52
Business_Loan  + 07;CSI  + 08;52
Branch_Transaction_Days  + 04;Home_Loans  + 05;52
Fee_based_Services  - 08;Remmitances_In  + 09;52
Fee_based_Services  - 11;ATM_Trans_Days  - 12;52
Active_Payroll_Pension  - 02;Fee_based_Services  + 03;52
Remmitances_In  + 11;EBanking_Usage  - 12;52
Salary  + 11;Active_GS  + 12;52
Total_Loan_Balances  - 11;Tax_Payments  + 12;52
Credit_Cards  - 09;Total_Loan_Balances  + 10;52
ATM_Trans_Days  - 07;Home_Loans  + 08;52
Home_Loans  - 06;Remmitances_Out  + 07;52
EBanking_Usage  - 04;Home_Loans  - 05;52
Active_Payroll_Pension  - 10;Remmitances_Out  - 11;52
Remmitances_In  - 10;Remmitances_In  + 11;52
Branch_Transaction_Days  + 05;Business_Loan  - 06;52
Public_Sector_Payments  - 06;Fee_based_Services  - 07;52
Remmitances_Out  - 09;Credit_Cards  + 10;52
Tax_Payments  + 10;Active_Payroll_Pension  + 11;52
Business_Loan  + 02;Card_Purchases  + 03;52
Branch_Transaction_Days  - 10;POS  - 11;52
Business_Loan  - 02;Remmitances_In  + 03;52
Public_Sector_Payments  + 07;POS  + 08;52
Active_GS  - 02;Fee_based_Services  + 03;51
Fee_based_Services  + 02;Active_GS  + 03;51
Salary  - 04;POS  + 05;51
Credit_Cards  + 02;Fee_based_Services  + 03;51
POS  - 04;Debit_Cards_Prepaid_Cards  - 05;51
Home_Loans  + 09;AUM  + 10;51
Debit_Cards_Prepaid_Cards  + 06;POS  + 07;51
POS  - 07;Remmitances_In  - 08;51
Fee_based_Services  + 01;Credit_Cards  + 02;51
Branch_Transaction_Days  + 11;Remmitances_In  - 12;51
Remmitances_Out  + 07;Credit_Cards  + 08;51
Remmitances_In  - 11;Active_GS  + 12;51
Fee_based_Services  + 09;Remmitances_Out  + 10;51
Remmitances_In  + 11;Total_Loan_Balances  + 12;51
Business_Loan  - 08;CSI  + 09;51
Home_Loans  - 06;Total_Loan_Balances  + 07;51
Remmitances_Out  - 11;Remmitances_In  - 12;51
EBanking_Usage  + 10;Fee_based_Services  - 11;51
Debit_Cards_Prepaid_Cards  + 05;POS  - 06;51
Remmitances_Out  - 09;Fee_based_Services  + 10;51
POS  - 10;Branch_Transaction_Days  + 11;51
Business_Loan  + 07;Card_Purchases  + 08;51
Public_Sector_Payments  + 09;Credit_Cards  - 10;51
Remmitances_In  + 10;Active_Payroll_Pension  + 11;51
Remmitances_In  - 11;Active_Payroll_Pension  + 12;51
Tax_Payments  + 10;Active_GS  + 11;51
Fee_based_Services  + 02;Active_Payroll_Pension  + 03;51
Home_Loans  + 08;Card_Purchases  + 09;51
ATM_Trans_Days  - 08;Business_Loan  - 09;51
EBanking_Usage  + 04;Business_Loan  + 05;51
Credit_Cards  - 08;Remmitances_In  - 09;51
Active_GS  - 10;Remmitances_Out  - 11;51
Business_Loan  - 04;ATM_Trans_Days  + 05;50
Debit_Cards_Prepaid_Cards  - 05;POS  - 06;50
Debit_Cards_Prepaid_Cards  + 06;POS  - 07;50
Card_Purchases  - 01;Business_Loan  - 02;50
Fee_based_Services  + 03;Active_Payroll_Pension  + 04;50
POS  + 03;Salary  - 04;50
Fee_based_Services  - 04;POS  - 05;50
Public_Sector_Payments  - 08;POS  - 09;50
Active_Payroll_Pension  - 11;Active_GS  - 12;50
Fee_based_Services  + 01;POS  + 02;50
POS  + 06;Remmitances_Out  + 07;50
POS  - 07;Debit_Cards_Prepaid_Cards  - 08;50
Active_GS  - 10;Tax_Payments  + 11;50
Tax_Payments  + 11;Public_Sector_Payments  + 12;50
Fee_based_Services  + 03;Active_GS  - 04;50
Remmitances_In  + 10;Active_GS  + 11;50
POS  - 06;Fee_based_Services  + 07;50
Card_Purchases  - 04;Home_Loans  + 05;50
Fee_based_Services  - 09;Salary  - 10;50
Remmitances_Out  - 11;Salary  - 12;50
ATM_Trans_Days  - 01;Business_Loan  - 02;50
POS  + 01;Remmitances_In  + 02;50
POS  + 08;Public_Sector_Payments  - 09;50
POS  - 06;Remmitances_In  + 07;50
Fee_based_Services  + 02;Credit_Cards  + 03;50
Credit_Cards  - 08;Remmitances_In  + 09;50
Debit_Cards_Prepaid_Cards  + 07;POS  - 08;50
Fee_based_Services  + 09;Remmitances_Out  - 10;50
POS  + 10;Branch_Transaction_Days  - 11;49
Fee_based_Services  + 04;Active_GS  + 05;49
POS  + 07;Public_Sector_Payments  + 08;49
Fee_based_Services  + 04;Credit_Cards  + 05;49
Tax_Payments  + 04;Home_Loans  - 05;49
Fee_based_Services  - 08;Debit_Cards_Prepaid_Cards  - 09;49
Active_GS  + 09;Debit_Cards_Prepaid_Cards  - 10;49
Public_Sector_Payments  - 11;Remmitances_Out  - 12;49
Credit_Cards  - 11;CSI  + 12;49
Fee_based_Services  - 11;CSI  + 12;49
Business_Loan  - 05;Card_Purchases  + 06;49
POS  - 04;Public_Sector_Payments  - 05;49
Fee_based_Services  - 10;EBanking_Usage  - 11;49
Remmitances_Out  + 04;POS  - 05;49
Active_Payroll_Pension  + 11;Public_Sector_Payments  - 12;49
Fee_based_Services  - 01;POS  + 02;49
Fee_based_Services  - 10;Branch_Transaction_Days  - 11;49
Branch_Transaction_Days  - 05;Business_Loan  + 06;49
Public_Sector_Payments  - 07;POS  - 08;49
Remmitances_Out  - 10;Debit_Cards_Prepaid_Cards  - 11;49
Home_Loans  + 08;CSI  + 09;49
CSI  + 11;Debit_Cards_Prepaid_Cards  - 12;49
Active_GS  + 11;CSI  + 12;49
Fee_based_Services  + 08;Tax_Payments  + 09;49
Fee_based_Services  - 07;Debit_Cards_Prepaid_Cards  + 08;49
Active_GS  - 10;Debit_Cards_Prepaid_Cards  - 11;49
Business_Loan  - 07;ATM_Trans_Days  + 08;49
POS  - 05;Remmitances_Out  + 06;49
Home_Loans  + 06;EBanking_Usage  + 07;49
ATM_Trans_Days  + 05;Business_Loan  + 06;49
Credit_Cards  + 10;Salary  - 11;49
Card_Purchases  - 04;Business_Loan  + 05;49
Business_Loan  - 03;ATM_Trans_Days  + 04;49
Business_Loan  - 08;ATM_Trans_Days  + 09;49
Credit_Cards  - 01;Active_Payroll_Pension  - 02;49
Salary  - 11;Remmitances_Out  - 12;48
CSI  + 11;Tax_Payments  + 12;48
Branch_Transaction_Days  - 11;Tax_Payments  + 12;48
Card_Purchases  + 04;Business_Loan  + 05;48
Home_Loans  + 10;AUM  - 11;48
Business_Loan  + 10;Total_Loan_Balances  + 11;48
Public_Sector_Payments  - 01;Home_Loans  - 02;48
Business_Loan  + 08;AUM  - 09;48
POS  - 05;Fee_based_Services  - 06;48
EBanking_Usage  + 10;POS  - 11;48
Active_Payroll_Pension  - 10;Tax_Payments  + 11;48
Home_Loans  - 07;Remmitances_In  - 08;48
Home_Loans  + 05;EBanking_Usage  + 06;48
Debit_Cards_Prepaid_Cards  + 11;Branch_Transaction_Days  - 12;48
ATM_Trans_Days  - 05;Home_Loans  + 06;48
Tax_Payments  + 08;Home_Loans  - 09;48
Business_Loan  - 02;Remmitances_In  - 03;48
Total_Loan_Balances  - 11;Fee_based_Services  + 12;48
Fee_based_Services  + 08;Debit_Cards_Prepaid_Cards  - 09;48
Remmitances_In  - 08;POS  + 09;48
POS  - 07;Public_Sector_Payments  - 08;48
Remmitances_In  + 04;POS  - 05;48
Business_Loan  - 07;Branch_Transaction_Days  + 08;48
Public_Sector_Payments  + 04;Business_Loan  - 05;48
Fee_based_Services  + 03;Active_GS  + 04;48
Home_Loans  - 02;EBanking_Usage  - 03;48
Business_Loan  + 03;ATM_Trans_Days  + 04;48
Active_Payroll_Pension  + 09;Debit_Cards_Prepaid_Cards  - 10;48
CSI  - 01;Home_Loans  + 02;47
Business_Loan  + 01;Salary  - 02;47
EBanking_Usage  + 05;Home_Loans  + 06;47
Remmitances_Out  - 06;POS  + 07;47
